Px_ion_1 Py_ion_1 Pz_ion_1 Px_ion_2 Py_ion_2 Pz_ion_2 Px_neutral Py_neutral Pz_neutral Px_elec_1 Py_elec_1 Pz_elec_1 Px_elec_2 Py_elec_2 Pz_elec_2
-1.147825481280023263e+00 -1.488680340981133776e+00 3.600427840490187492e+00 -3.077207251102220820e+00 4.459352961072516663e+00 -3.052310413273754186e+00 -7.497346943159528543e-01 7.239680989481792617e-01 1.136352377019090198e+00 -2.854488496722854318e+00 -2.649009362740620599e+00 5.499817287246582254e+00 7.180345677538566562e+00 4.701643486450505449e+00 1.603841801633018038e+00
-2.695737508862785958e+00 -1.792698075192625362e+00 2.621427501384532288e+00 -2.255305123781841115e+00 2.247951770178288289e+00 -5.774100003630525002e+00 -5.837505193231313783e-01 1.024159259640059716e+00 6.164300974366466734e-01 -2.508266846508276249e+00 -4.878629198917858290e+00 4.511682220326397541e+00 3.615387221352068803e+00 5.412503317119147006e+00 5.900782373813821202e+00
-1.960139255055474594e+00 -1.197494258507164400e+00 3.361194637936657070e+00 -3.722679531594471847e+00 1.936746433204615592e+00 -4.953567472754086154e+00 -4.252505276225440056e-01 4.317382783683020309e-01 8.518256403665258603e-01 -4.126221706966505032e+00 -3.022568403064824771e+00 4.624635643408014474e+00 5.036077682051323556e+00 4.821023645076522257e+00 5.960787310150648111e+00
-1.993981736714472763e+00 -1.438556866983684568e+00 3.584353850520594964e+00 -4.243730087885183799e+00 2.875274141722468979e+00 -3.948687859301799552e+00 -7.388886655715933838e-01 1.050439083174294019e+00 7.668555919304355095e-01 -8.979179252833943137e-01 -1.566144596594784666e+00 6.454078142141031371e+00 4.323873178623482971e+00 4.822503588662967466e+00 6.710582348012869680e+00
-2.753724644566782231e+00 -1.604559517299608107e+00 2.828854808412895494e+00 -2.618570132413865270e+00 2.441797221473483770e+00 -5.060987444095804477e+00 -4.550810853516069621e-01 9.783540184659035299e-01 1.073131370480832958e+00 -1.727979934706714182e+00 -2.018674145628041039e+00 6.490283206340276223e+00 4.708661671249475766e+00 5.889204386003490832e+00 4.673265679184159360e+00
-2.486758384952858947e+00 -2.073415539279515052e+00 2.766720566010660853e+00 -5.137266306614536759e+00 2.885115842606749137e+00 -2.415246315257113974e+00 -7.559669653183590521e-01 7.918898539611032295e-01 8.513518689173211751e-01 -4.066733749428785849e+00 -3.991618936241235094e+00 3.552499705676575470e+00 4.475816232102202363e+00 1.462154753018148901e+00 7.340200108599103324e+00
-2.206406470516371066e+00 -2.334570241942704349e+00 3.079337371986722083e+00 -3.551957243752343008e+00 4.325907769249571544e+00 -2.386717878016831218e+00 -4.940975293152597980e-01 5.299434441324524236e-01 1.084496879347888854e+00 -4.820414841678560158e+00 -2.922762882261657591e+00 3.943925030509817020e+00 3.266577165837450725e+00 4.014461533496101353e+00 7.759287326552537500e+00
-1.039896852265420613e+00 -1.329390024095445266e+00 4.132875735101847248e+00 -4.230012584068315817e+00 3.361067267626905331e+00 -3.732290874594178298e+00 -8.566517925190227922e-01 8.426727801952668129e-01 1.106958180299433714e+00 -2.966664138314278887e+00 -4.079111569354748390e+00 4.706411998142050024e+00 3.356050445075692945e+00 3.248984033031082408e+00 7.695259830350606123e+00
-2.762372561381507996e+00 -2.242625958743237113e+00 1.648099366409931044e+00 -3.906523468308236602e+00 3.904903152569057401e+00 -3.482717355759488154e+00 -1.236149810568991425e+00 6.541833552634037652e-01 6.045988475703425458e-01 -3.897821109721451904e+00 -1.774520255553128312e+00 5.430913993670328566e+00 5.016572655370293177e+00 6.911718570737848566e+00 3.415355523940288407e+00
-2.586262511253893948e+00 -1.938090545466816250e+00 2.419332107802184328e+00 -2.276198167884565748e+00 3.746496170259001612e+00 -5.207187832666448024e+00 -6.342608745873475895e-01 6.395718925443000247e-01 1.465516237269230970e+00 -2.725647888665428287e+00 -4.263844247898760820e+00 4.941101301475323559e+00 4.323538554027290814e+00 3.256684372160730145e+00 7.508102950245280738e+00
-1.869186841257517218e+00 -1.920659240276396007e+00 3.075994486441890441e+00 -4.002957106390341302e+00 2.954753874554701287e+00 -3.882671543728598351e+00 -1.167717851117038963e+00 2.801913372052475260e-01 9.079555884950103462e-01 -3.370889399307464451e+00 -2.806729810893838994e+00 4.758619880291703019e+00 1.694246531705398295e+00 3.477729629872217121e+00 8.218709557670871746e+00
-2.791041808491084186e+00 -1.510715286532181123e+00 2.994594465105916203e+00 -1.518357999783042089e+00 4.532236755684244223e+00 -4.615496304521679249e+00 -4.905814277685552893e-01 9.466474310364261235e-01 1.005182369949434662e+00 -2.686765517788759272e+00 -3.745932314552905762e+00 4.889355529017445079e+00 5.138177249790137679e+00 4.975638642586100779e+00 5.615241201907180901e+00
-2.215373068129303125e+00 -2.759092489367413581e+00 1.715439943616182683e+00 -3.771912595731575557e+00 3.262774515104657436e+00 -4.568900132330803388e+00 -6.600776947435383901e-01 5.302212884185049102e-01 1.039251975840334685e+00 -2.850351114338432357e+00 -5.345910770180824834e+00 3.282040177637524092e+00 3.883263090698694242e+00 5.980251797033623085e+00 5.578516206386315623e+00
-2.448226457235470832e+00 -2.016006080482358964e+00 3.277704933567108458e+00 -3.510009334401500425e+00 4.079482845436379179e+00 -3.522861746190721455e+00 -5.113912817168401181e-01 2.149148634915762079e-01 1.269892726419293183e+00 -3.849364827724867766e+00 -4.540077138325778527e+00 2.990522855980610739e+00 6.604232959674775749e+00 5.696732841826944060e+00 2.684256090082319801e+00
-1.572852155457053813e+00 -2.645863524780348808e+00 3.182373232573389998e+00 -2.625421524256903449e+00 2.870976905086630282e+00 -5.768556623178567655e+00 -3.292867845259357940e-01 5.714513202812829817e-01 1.142955068210816716e+00 -4.032167432092883530e+00 -2.527328476407925795e+00 4.701712941079555286e+00 1.630946594820506634e+00 5.843656924934843566e+00 7.132391349109296286e+00
-3.789394673583650341e+00 -5.931140748737575574e-01 1.543708781322662649e+00 -2.195544930667861383e+00 3.510908694079308390e+00 -4.335303516921909406e+00 -6.440832209217058901e-01 5.999912470896552330e-01 6.082210325531758333e-01 -3.117939136714484860e+00 -2.716590280390119183e+00 5.329752249209149362e+00 5.685670273434280553e+00 6.725716789580193478e+00 3.771535419068228201e+00
-1.345800900015845736e+00 -3.502191755751107305e+00 2.517274842642187593e+00 -3.604644811467887511e+00 2.415231933616086124e+00 -4.121070811854588456e+00 -7.921072860734557075e-01 5.739443687902640034e-01 1.058848404954665590e+00 -1.614708217175211180e+00 -3.756998110541725833e+00 4.982519796596562855e+00 3.677221643252183370e+00 3.812238531501975114e+00 7.614948024093694201e+00
-2.936273759119722992e+00 -1.800755936308541250e+00 2.531469163589731952e+00 -3.180564155774293855e+00 5.090860914306891694e+00 -2.247661094740028176e+00 -8.457847103075832873e-01 8.590214071557552566e-01 1.232812985598258582e+00 -3.059419410639044212e+00 -3.692440181551227774e+00 5.615402461715857996e+00 6.405896688220053647e+00 4.776168144866559828e+00 4.100019861281718470e+00
-1.801090172298064118e+00 -2.271843165333694348e+00 3.152162639275192468e+00 -2.753392647309555130e+00 3.610859960111310940e+00 -4.704740651149932340e+00 -7.129059569008985298e-01 4.938190695950748221e-01 1.303053824900394897e+00 -4.101538744037132034e+00 -4.042911615685544469e+00 3.540369217270327606e+00 3.148840036726877400e+00 3.874263335339195979e+00 7.691785216643980405e+00
-1.837312985822560085e+00 -2.671315367931884843e+00 3.099891762371199011e+00 -4.032805920459041182e+00 2.961790141416718480e+00 -4.604578018356477287e+00 -5.606700187624135134e-01 1.207174658232518460e+00 8.511982858055078260e-01 -4.385638961486679754e+00 -3.096721842736541941e+00 4.298987350626719106e+00 2.526475875925966008e+00 3.691004235229811137e+00 8.535164850628721211e+00
-2.400194432890310203e+00 -2.075428738546887697e+00 2.877001980846772167e+00 -3.753457242168368513e+00 3.318203475831546623e+00 -4.301018889028773273e+00 -1.105830886895542653e+00 4.547296012368666207e-01 9.913458469854418142e-01 -3.402281790639559045e+00 -4.964399819192665042e+00 3.300409618013907309e+00 3.371147571916080832e+00 4.792712486928514259e+00 7.016672211386016933e+00
-1.928752006725284573e+00 -1.106714766513440473e+00 3.821554465275979418e+00 -3.157822100399727550e+00 5.724081416423649316e+00 -1.612488277685553806e+00 -7.446652107777476104e-01 7.799151887960295015e-01 9.713242866196232228e-01 -2.595488145433560323e+00 -3.213352765941070111e+00 5.789086079987264100e+00 3.689388546937998115e+00 4.828866147759399041e+00 6.801644807269680904e+00
-2.877700610910450596e+00 -2.540411218775853186e+00 2.748835430223633303e+00 -3.106709356427526547e+00 3.986672169860435933e+00 -3.614165865713869774e+00 -5.733734995275223678e-01 6.056987245126235209e-01 8.044246235469736384e-01 -4.284347622567431735e+00 -2.241288960451708334e+00 4.591289119292837562e+00 6.563400932745970806e+00 3.008080804314805956e+00 5.741072286576854644e+00
-1.988622868765692830e+00 -1.213056242660197626e+00 3.510525313244355683e+00 -1.862132292778143849e+00 3.949759766618141654e+00 -5.375900426174332836e+00 -8.786820762312583799e-01 9.230322571240776597e-01 1.041365671050078712e+00 -3.497926820175498275e+00 -2.946645637166070752e+00 5.148773153418538584e+00 5.919512988942673637e+00 4.739753881052970463e+00 5.717871517745934717e+00
-2.191535579565015546e+00 -2.224197499314864324e+00 2.837973954403816723e+00 -3.950659139347507232e+00 2.861754619778493769e+00 -3.660268022680688738e+00 -8.998704865140075837e-01 8.409759576032914685e-01 9.774422981848848169e-01 -2.626935965729694011e+00 -2.819552456088112891e+00 5.611669996666307725e+00 3.784067310064969991e+00 4.212078244608608024e+00 7.539099401618204688e+00
-2.016624183152155858e+00 -2.713594039414578329e+00 3.138125479528463213e+00 -2.733766850757075595e+00 2.939335442075249105e+00 -5.378738131808185940e+00 -3.948162238080332176e-01 3.387745471151518140e-01 1.192720201311528561e+00 -2.433599189523145245e+00 -2.118771309187544638e+00 5.855186267757246377e+00 5.185075163738587456e+00 4.599877589221128993e+00 5.775141480461954302e+00
-9.287660616979813710e-01 -1.702192898698924761e+00 3.919110536260943078e+00 -4.221972991887711579e+00 6.263445790951508441e-01 -4.453230080153104176e+00 -7.585415659007721523e-01 6.617157178643416904e-01 1.138155643641490800e+00 -3.693631092794843251e+00 -4.346053015054577529e+00 4.120378240391009861e+00 5.319611297330673949e+00 3.200622274310200410e+00 6.905831549663606239e+00
-1.636300204819515880e+00 -1.968220688435068366e+00 3.559076557376557037e+00 -2.024547962604659190e+00 3.949581336799539155e+00 -4.606250930351633244e+00 -1.022707389846090997e+00 7.691480016914763462e-01 9.280869350860773137e-01 -1.184692121380588770e+00 -5.099102649406923149e+00 4.398172446649167178e+00 5.230295769963197117e+00 5.242834772325981163e+00 5.619184868241045905e+00
-1.349156069398447899e+00 -2.836277566731005173e+00 3.066504371474571666e+00 -2.875976548683845557e+00 3.277748086526636406e+00 -4.831191195888743017e+00 -8.212833906429439779e-01 7.727303051081467755e-01 1.404798198094189043e+00 -3.497348792518112592e+00 -2.603338050383469326e+00 5.460943404032634341e+00 5.784362169118135277e+00 6.197851828507020322e+00 3.578468382869972153e+00
-1.978333065421934878e+00 -2.296668071826678315e+00 3.045780319551834037e+00 -3.196138753904583130e+00 4.453069040940445866e+00 -3.492234460165406951e+00 -3.086602262544386743e-01 1.040684916838771290e+00 9.014875153846698685e-01 -2.393053861989816511e+00 -2.551501167629775413e+00 5.324776102607116535e+00 3.459065448509907270e+00 4.127662728726362751e+00 7.535357789852628052e+00
-2.199183984360109090e+00 -3.377929364534864476e+00 4.012100646625884615e-01 -2.107173398164721601e+00 1.293759144785397108e+00 -6.326602931906053051e+00 -5.096332014616513639e-01 7.914897564615995806e-01 9.803068308644851125e-01 -4.948154666911985800e+00 -2.851618269390935989e+00 3.943899820793067779e+00 5.803758084926172067e+00 3.380593731576424066e+00 6.313389496120889177e+00
-1.730120174351656104e+00 -2.782700824300568865e+00 2.578193540217173840e+00 -3.646459818298957600e+00 3.255717613680895628e+00 -4.167623554512582373e+00 -8.351765386523540835e-01 6.574927364408047481e-01 7.999689505545112267e-01 -5.379480540238660069e+00 -9.526718616904118475e-01 4.157074986692344432e+00 3.032979370618042125e+00 2.658792576774799521e+00 8.163184296557147945e+00
-2.872793445831379966e+00 -2.581539887277431777e+00 2.158972721996916810e+00 -3.896851222339385856e+00 3.004412429116432026e+00 -4.503240209609363554e+00 -6.748065925688866429e-01 7.577301107763605437e-01 9.363439827867009457e-01 -2.703893260428772205e+00 -4.328784192147369758e+00 4.170211603228421993e+00 2.825045982592467642e+00 6.425888821048861388e+00 6.607337894680143542e+00
-1.501359485038848085e+00 -8.253958298774638491e-01 4.102716525209143761e+00 -3.953774297852494346e+00 5.113693035530848974e+00 -1.376726701065223546e+00 -4.844081767793307347e-01 6.051854060688425241e-01 1.142216015552582009e+00 -3.586632526354196937e+00 -4.583071299235804474e+00 3.209294986051536291e+00 4.507761809999509595e+00 5.611434992640820241e+00 5.921242916928275868e+00
-2.857838642183894606e+00 -2.438827893960168858e+00 1.723522193568761018e+00 -2.513877114238322719e+00 2.921970993673017603e+00 -5.328819784484431388e+00 -8.122964027960020150e-01 9.610525118786328314e-01 6.354288431814504312e-01 -3.725613116026250893e+00 -4.517070665464160584e+00 3.919318271731607073e+00 3.561151848968915790e+00 3.510954874358709343e+00 7.810324113336148955e+00
-1.791572680119917438e+00 -2.951348144135541141e+00 2.732643627221555072e+00 -3.057534409363899641e+00 3.383912635958750137e+00 -4.616222756220873080e+00 -4.381435480932227566e-01 8.348147029066664837e-01 1.126811375167793505e+00 -5.105336717905167632e+00 -2.305302966641616713e+00 4.096499081086462546e+00 4.744049597531502904e+00 5.671538418016833560e+00 5.266250102196028848e+00
-1.886018237043826762e+00 -1.796432133331573366e+00 3.724450137974537611e+00 -3.171080818824774106e+00 3.444488413651185521e+00 -4.645625579591121657e+00 -7.798803344852054398e-01 9.070286410624863738e-01 7.609335791107922908e-01 -2.498346374609614617e+00 -4.063738313468030050e+00 4.312096545276821402e+00 6.145943559841962056e+00 2.085935968430113530e+00 6.353854082705573170e+00
-3.045899370400626971e+00 -2.336607178313976352e+00 2.781805876955899315e+00 -1.941496303079825347e+00 3.054554254465934093e+00 -5.146809311922803332e+00 -9.331844866527271298e-01 4.244332775086473997e-01 1.043650750469463651e+00 -3.291479695781791559e+00 -4.988810264296725805e+00 3.029872212578476720e+00 5.887312742202157168e+00 4.152499524634349015e+00 6.135269861790381363e+00
-2.699924985845799430e+00 -1.923301363490174554e+00 2.741703288748638556e+00 -3.110110968876798943e+00 1.713094471454813972e+00 -5.370709684329901812e+00 -6.442555558267019089e-01 8.133815213176215364e-01 9.093294971409637828e-01 -2.715406689860807798e+00 -2.944890654472247515e+00 5.108323346931622488e+00 4.387938864904849190e+00 6.456649167065945605e+00 4.832879545151016032e+00
-1.849389844797687088e+00 -1.596280416499131993e+00 3.769086383309980803e+00 -1.623912156119770689e+00 1.427302696356965495e+00 -6.251879453378125895e+00 -8.662941324210615690e-01 4.707219957846493497e-01 9.492825054069625734e-01 -3.369161965897921718e+00 -4.700116438278950426e+00 4.443874588561293137e+00 4.822133777147398881e+00 4.993489100887682497e+00 6.178568085854946546e+00
-1.394733066820865064e+00 -3.306643452675554151e+00 1.997314004680603494e+00 -3.082977048870698233e+00 4.390062320634700477e+00 -3.313510431312679749e+00 -5.883200515484334758e-01 6.830066799954429557e-01 1.127765149217720086e+00 -4.150469766628742008e+00 -1.756940890786819365e+00 5.341796572002843746e+00 2.329898176353859984e+00 4.649076305306680368e+00 7.118446489265650712e+00
-1.787547378620721661e+00 -2.499244194113297013e+00 3.114552712693120728e+00 -2.414564858828004645e+00 1.103892318876485312e+00 -5.790148617209553095e+00 -6.668360857292133792e-01 6.602940922528602874e-01 1.208943843651728134e+00 -2.957966603651720483e+00 -1.424585093732378960e+00 5.990465628993904446e+00 3.955808389360481847e+00 4.718586510716283655e+00 6.875519931427219511e+00
-1.472726350032449449e+00 -1.417405697303110834e+00 4.011319364591833470e+00 -3.233591929579854973e+00 4.337614497383647461e+00 -3.368658383361808895e+00 -8.846845133589241739e-01 7.805828987467314795e-01 1.073610764478316604e+00 -4.628678441782091646e+00 -2.503723756201845951e+00 4.060631870124642440e+00 5.207177145581010080e+00 9.187980834766983351e-01 7.523368742601053150e+00
-1.224003736829414768e+00 -1.259434102074693529e+00 3.882944900234130525e+00 -1.922539202520582968e+00 5.442323137861862392e+00 -2.646705442015908183e+00 -3.071041534843590992e-01 1.373836893621980471e+00 4.604711395368026317e-01 -4.403156438685215335e+00 -3.600097232939639014e+00 4.149215955205995066e+00 3.685689477421425941e+00 4.435032726541272119e+00 7.070358330709346717e+00
-1.731730370986054313e+00 -2.235546144487608800e+00 3.461960652736512767e+00 -1.742632654975282192e+00 3.988262535205203019e+00 -4.883219947508412595e+00 -6.027580944071722069e-01 1.087274465909227938e+00 5.776839162323447185e-01 -4.580276627082485064e+00 -3.527969325686139968e+00 3.923300438350206143e+00 6.258773598184548703e+00 5.970037789379256665e+00 1.556456838684015631e+00
-1.014033936357662258e+00 -1.593766097954123273e+00 3.569407868834123754e+00 -3.334515290250204433e+00 2.925281093940780508e+00 -4.698625162881377548e+00 -1.380099481141197071e+00 6.683000656237507719e-01 4.447793931457509897e-01 -3.300242051389046249e+00 -2.402006490216542112e+00 5.349289996669660319e+00 4.932315431745662337e+00 3.546622436528118705e+00 7.189567192307316112e+00
-8.345939551248880983e-01 -3.316566965550308055e+00 2.426964563726761615e+00 -3.772559101974566786e+00 2.908529110671621343e+00 -4.875603326229669854e+00 -6.747052506500396118e-01 9.012243499913931144e-01 8.253793966862855713e-01 -2.362233889136551301e+00 -2.839230740369045769e+00 5.798068652457107675e+00 2.090918656573080181e+00 3.328523735790326121e+00 8.498572953219328596e+00
-2.744193519382863045e+00 -1.767091067184039188e+00 2.869471283039239928e+00 -4.362054328546095761e+00 2.307921998256452945e+00 -4.155238454450711494e+00 -6.779464490816349276e-01 7.652311693448318186e-01 9.188043012801032638e-01 -3.126664826838473132e+00 -2.902890805860005141e+00 5.040143978871739705e+00 5.025232024036952794e+00 4.617376697277707720e+00 6.324515506522949693e+00
-1.739451759313202839e+00 -2.686360333822737534e+00 3.098853916393364827e+00 -2.395549814739033057e+00 4.755642898995922074e+00 -3.651813238155627417e+00 -9.032337724786313471e-01 1.318497731860192035e+00 6.984195133637627340e-01 -4.189500598122086750e+00 -3.245182630043880856e+00 4.539605146443562056e+00 2.038692011369124035e+00 4.400366757235983250e+00 7.432249304443983462e+00
-1.409904126590218132e+00 -1.615682425156545143e+00 3.556891026405941680e+00 -2.789533035023191498e+00 1.952038940536782619e+00 -5.657238488638244078e+00 -8.049336706873920777e-01 8.870857088265247103e-01 9.208364985835275629e-01 -2.958545800409929871e+00 -1.643860281635938447e+00 6.396801897636879453e+00 5.025597182834474097e+00 3.636673450217010384e+00 6.553418734097496312e+00
-2.373165524017003758e+00 -1.809331042951697999e+00 3.316144406383395360e+00 -3.884583548433985456e+00 3.804174541733873482e+00 -3.511800535932923406e+00 -6.560188947479063115e-01 8.655343917275875043e-01 9.683798261338889546e-01 -3.112912379118421669e+00 -2.029827042683093552e+00 5.925904904617291358e+00 2.711042254993116352e+00 5.436814584668788086e+00 6.502831110970200612e+00
-2.364202049849061460e+00 -1.037219570194948259e+00 2.937655081189962214e+00 -1.222919932055707593e+00 2.755370349665733354e+00 -5.701793807744642173e+00 -1.018039178978352055e+00 7.871007931940158242e-01 8.039339546243247092e-01 -2.033180171986324059e+00 -4.005933568313542636e+00 5.332729333737253441e+00 3.457054008069227802e+00 7.336180914718278601e+00 4.443058449654542663e+00
-2.198208494765789833e+00 -2.205369075263834411e+00 3.015252486420132438e+00 -2.533829742578959987e+00 2.519062112609037563e+00 -6.052772510309565313e+00 -1.094829050165183837e+00 7.713954178594704114e-01 1.196668146972675650e+00 -2.544997761903869282e+00 -3.497075409351074970e+00 4.973251848276007969e+00 4.926896195313160476e+00 5.445295018861283864e+00 5.762260996123582224e+00
-1.745642378797946037e+00 -1.294659354986478661e+00 3.726748451581770372e+00 -3.666434901468661689e+00 3.456048656031282640e+00 -3.886052641092528237e+00 -4.878446110387168466e-01 4.855788995402413599e-01 8.882811131319771070e-01 -3.512270760942785675e+00 -3.030664123890298267e+00 4.513726640744800456e+00 2.231819737362016998e+00 3.319731880425878412e+00 8.142578006614854758e+00
-2.544139221888524816e+00 -1.781002022697335763e+00 3.282822572456210786e+00 -3.569103475345055010e+00 4.305652589348095027e+00 -3.453092679958428945e+00 -3.349047128835789811e-01 2.530520828873077943e-01 1.116297610916066496e+00 -4.568786241248560920e+00 -2.227949372630386726e+00 4.236125059337894072e+00 4.732336642836441065e+00 6.535871070052756693e+00 5.040976516895789850e+00
